customer_name,age,country,gender,marital_status,period,total_sales,total_orders,total_products,customer_class,age_group,last_order,avg_order_value,avg_monthly_spend
"Franklin Chander",85,Germany,Male,Married,0,210,6,6,New,Senior,151,35.0000,NULL
"Michele Suri",86,"United Kingdom",Female,Married,0,210,6,6,New,Senior,149,35.0000,NULL
"Deanna Sai",54,France,Female,Single,26,4548,18,18,New,Middle-aged,146,252.6667,174.9231
"Deanna Prasad",55,France,Female,Single,26,4404,12,12,New,Middle-aged,147,367.0000,169.3846
"Clarence Jai",49,France,Male,Single,26,4704,18,18,New,Middle-aged,146,261.3333,180.9231
"Frank Gomez",55,France,Male,Single,0,4194,6,6,New,Middle-aged,172,699.0000,NULL
"Yolanda Raji",56,Germany,Female,Married,11,13431,6,6,New,Middle-aged,145,2238.5000,1221.0000
"Trisha She",43,"United Kingdom",Female,Single,12,6846,9,9,New,Middle-aged,146,760.6667,570.5000
"Victor Alvarez",40,Germany,Male,Single,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Alisha He",56,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Alexia Griffin",47,Germany,Female,Married,9,6756,9,9,New,Middle-aged,146,750.6667,750.6667
"Jessie Zheng",47,"United Kingdom",Male,Married,12,6846,9,9,New,Middle-aged,144,760.6667,570.5000
"Victor Torres",44,"United Kingdom",Male,Single,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Cassie Raji",44,France,Female,Married,0,582,15,15,New,Middle-aged,151,38.8000,NULL
"Ethan Robinson",108,Germany,Male,Married,0,210,6,6,New,Senior,151,35.0000,NULL
"Karen Zhang",45,Germany,Female,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Bruce Garcia",46,"United Kingdom",Male,Single,0,72,3,3,New,Middle-aged,147,24.0000,NULL
"Kelli Kumar",45,France,Female,Single,25,4404,12,12,New,Middle-aged,146,367.0000,176.1600
"Logan Clark",44,France,Male,Married,24,4494,12,12,New,Middle-aged,146,374.5000,187.2500
"Toni Arun",41,Germany,Female,Single,10,6846,9,9,New,Middle-aged,146,760.6667,684.6000
"Terry Jai",46,France,Male,Single,24,4404,12,12,New,Middle-aged,146,367.0000,183.5000
"Latasha Alvarez",46,Germany,Female,Married,21,3210,9,9,New,Middle-aged,146,356.6667,152.8571
"Alisha Sun",45,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Patrick Watson",48,"United States",Male,Single,0,510,12,12,New,Middle-aged,147,42.5000,NULL
"Sara Cooper",59,"United States",Female,Married,0,300,6,6,New,Middle-aged,147,50.0000,NULL
"Caroline Price",58,Canada,Female,Married,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Maria Young",53,"United States",Female,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Jake Zeng",54,Canada,Male,Single,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Trevor Harrison",52,Canada,Male,Single,0,300,6,6,New,Middle-aged,148,50.0000,NULL
"Riley Patterson",92,"United States",Female,Single,0,210,6,6,New,Senior,147,35.0000,NULL
"Dylan Anderson",64,"United States",Male,Married,0,354,12,12,New,Senior,147,29.5000,NULL
"Alexandria Ward",70,"United States",Female,Single,0,300,6,6,New,Senior,153,50.0000,NULL
"Steve He",74,"United States",Male,Single,0,7095,9,9,New,Senior,145,788.3333,NULL
"Jackson King",73,"United States",Male,Married,0,6885,3,3,New,Senior,145,2295.0000,NULL
"Ethan Walker",73,"United States",Male,Married,0,6960,3,3,New,Senior,145,2320.0000,NULL
"Robert Chen",73,"United States",Male,Married,0,54,6,6,New,Senior,143,9.0000,NULL
"Courtney Adams",73,"United States",Female,Single,0,7170,9,9,New,Senior,145,796.6667,NULL
"Philip Ruiz",67,Canada,Male,Married,0,282,9,9,New,Senior,150,31.3333,NULL
"Ruben Srini",73,Canada,Male,Married,5,654,18,18,New,Senior,147,36.3333,130.8000
"Steven Sanchez",60,"United States",Male,Married,0,54,6,6,New,Senior,145,9.0000,NULL
"Osarumwense Agbonile",72,"United States",Male,Married,0,510,12,12,New,Senior,149,42.5000,NULL
"Jessica Diaz",72,"United States",Female,Single,0,372,9,9,New,Senior,147,41.3333,NULL
"Christy Nath",71,"United States",Female,Single,0,300,6,6,New,Senior,147,50.0000,NULL
"Jaclyn Zeng",71,"United States",Female,Single,0,54,6,6,New,Senior,147,9.0000,NULL
"Marcus Long",71,"United States",Male,Single,0,54,6,6,New,Senior,148,9.0000,NULL
"Seth Stewart",72,"United States",Male,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Melanie Gonzales",70,Canada,Female,Married,0,210,6,6,New,Senior,145,35.0000,NULL
"Chase Bell",65,Canada,Male,Single,0,300,6,6,New,Senior,144,50.0000,NULL
"Eduardo Baker",71,Canada,Male,Married,0,282,9,9,New,Senior,144,31.3333,NULL
"Ariana Kelly",71,"United States",Female,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Sydney Stewart",64,"United States",Female,Single,0,210,6,6,New,Senior,153,35.0000,NULL
"Bailey Turner",70,"United States",Female,Married,0,282,9,9,New,Senior,145,31.3333,NULL
"Chelsea Gonzalez",69,Canada,Female,Single,0,210,6,6,New,Senior,144,35.0000,NULL
"Taylor Coleman",69,"United States",Female,Married,0,54,6,6,New,Senior,152,9.0000,NULL
"Destiny Brooks",63,"United States",Female,Married,0,210,6,6,New,Senior,153,35.0000,NULL
"Laura Liang",69,"United States",Female,Married,0,54,6,6,New,Senior,143,9.0000,NULL
"Colin Gao",68,"United States",Male,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Sophia Gonzalez",69,"United States",Female,Married,0,282,9,9,New,Senior,150,31.3333,NULL
"Abigail Simmons",69,"United States",Female,Married,0,7260,9,9,New,Senior,145,806.6667,NULL
"Richard Young",67,"United States",Male,Married,0,54,6,6,New,Senior,145,9.0000,NULL
"Thomas Li",67,Canada,Male,Married,0,7170,9,9,New,Senior,146,796.6667,NULL
"Fernando Washington",56,"United States",Male,Single,0,54,6,6,New,Middle-aged,144,9.0000,NULL
"Megan Reed",68,Canada,Female,Married,0,300,6,6,New,Senior,145,50.0000,NULL
"Shawn Nath",62,"United States",Male,Married,0,54,6,6,New,Senior,146,9.0000,NULL
"Justin Hughes",66,Canada,Male,Single,0,6960,3,3,New,Senior,146,2320.0000,NULL
"Calvin Chander",50,Germany,Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Leah Cai",51,Germany,Female,Married,19,9960,6,6,Regular,Middle-aged,148,1660.0000,524.2105
"Larry Ortega",61,"United Kingdom",Male,Married,12,13851,18,18,New,Senior,145,769.5000,1154.2500
"Franklin He",61,"United Kingdom",Male,Married,12,13713,15,15,New,Senior,145,914.2000,1142.7500
"Elizabeth Rodriguez",63,France,Female,Married,0,372,9,9,New,Senior,150,41.3333,NULL
"Kaitlyn Mitchell",63,Germany,Female,Single,19,10032,9,9,VIP,Senior,148,1114.6667,528.0000
"Ann Malhotra",64,France,Female,Single,23,11154,9,9,VIP,Senior,147,1239.3333,484.9565
"Adrienne Blanco",64,France,Female,Married,23,11154,9,9,VIP,Senior,147,1239.3333,484.9565
"Karen Smith",47,Germany,Female,Single,19,9960,6,6,Regular,Middle-aged,147,1660.0000,524.2105
"Melody Romero",58,Germany,Female,Married,19,10203,24,24,VIP,Middle-aged,147,425.1250,537.0000
"Blake Diaz",58,"United Kingdom",Male,Married,10,13506,6,6,New,Middle-aged,147,2251.0000,1350.6000
"Carl Xie",58,"United Kingdom",Male,Married,9,13641,12,12,New,Middle-aged,147,1136.7500,1515.6667
"Gabriel Kumar",65,France,Male,Married,24,11208,15,15,VIP,Senior,147,747.2000,467.0000
"Jennifer Washington",54,Germany,Female,Married,18,10014,12,12,VIP,Middle-aged,147,834.5000,556.3333
"Anthony White",64,Germany,Male,Married,18,9960,6,6,Regular,Senior,147,1660.0000,553.3333
"Deanna Chandra",59,"United Kingdom",Female,Married,10,13431,6,6,New,Middle-aged,147,2238.5000,1343.1000
"Chad Shen",75,France,Male,Single,23,11079,9,9,VIP,Senior,147,1231.0000,481.6957
"David So",64,Germany,Male,Married,0,300,6,6,New,Senior,154,50.0000,NULL
"Katrina Luo",75,"United Kingdom",Female,Married,9,13431,6,6,New,Senior,147,2238.5000,1492.3333
"Jaclyn Huang",74,France,Female,Married,18,4494,12,12,New,Senior,151,374.5000,249.6667
"Calvin She",73,Germany,Male,Single,0,72,3,3,New,Senior,151,24.0000,NULL
"Arianna Morgan",65,"United Kingdom",Female,Married,6,336,15,15,New,Senior,143,22.4000,56.0000
"Trisha Zhang",56,"United Kingdom",Female,Married,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Isabella Hall",67,Germany,Female,Single,16,10224,18,18,VIP,Senior,147,568.0000,639.0000
"Jeremiah Griffin",67,"United Kingdom",Male,Married,13,13485,12,12,VIP,Senior,144,1123.7500,1037.3077
"Bryan Rivera",60,"United Kingdom",Male,Married,9,6756,9,9,New,Senior,148,750.6667,750.6667
"Gabriel Zhang",67,France,Male,Married,22,11289,15,15,VIP,Senior,147,752.6000,513.1364
"Alisha Wang",66,Germany,Female,Married,16,10095,12,12,VIP,Senior,147,841.2500,630.9375
"Randall Gill",66,"United Kingdom",Male,Married,0,210,6,6,New,Senior,146,35.0000,NULL
"Julian Wood",66,"United Kingdom",Male,Married,9,14214,6,6,New,Senior,147,2369.0000,1579.3333
"Raul Chander",68,Germany,Male,Married,15,10470,18,18,VIP,Senior,147,581.6667,698.0000
"Pedro Sanz",51,"United Kingdom",Male,Single,11,13506,6,6,New,Middle-aged,146,2251.0000,1227.8182
"Adam Perez",68,Germany,Male,Married,0,210,6,6,New,Senior,153,35.0000,NULL
"Alejandro Zeng",69,Germany,Male,Married,14,9939,12,12,Regular,Senior,147,828.2500,709.9286
"Willie Black",69,"United Kingdom",Male,Married,0,210,6,6,New,Senior,146,35.0000,NULL
"Brent Zhang",69,"United Kingdom",Male,Single,13,14322,18,18,VIP,Senior,144,795.6667,1101.6923
"Carrie Hernandez",70,France,Female,Married,22,11364,15,15,VIP,Senior,147,757.6000,516.5455
"Bradley Kumar",70,Germany,Male,Married,15,10095,12,12,VIP,Senior,147,841.2500,673.0000
"Reginald Suarez",64,"United Kingdom",Male,Married,11,13806,12,12,New,Senior,146,1150.5000,1255.0909
"Tracy Goel",70,"United Kingdom",Female,Married,0,72,3,3,New,Senior,143,24.0000,NULL
"Neil Diaz",65,"United Kingdom",Male,Married,0,564,18,18,New,Senior,150,31.3333,NULL
"Meagan Schmidt",71,Germany,Female,Married,14,9960,6,6,Regular,Senior,147,1660.0000,711.4286
"Leonard Chande",73,France,Male,Married,0,510,12,12,New,Senior,146,42.5000,NULL
"Laura Huang",72,Germany,Female,Married,14,9885,6,6,Regular,Senior,147,1647.5000,706.0714
"Lori Hernandez",72,"United Kingdom",Female,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Jeffery Wang",45,Australia,Male,Married,28,18273,12,12,VIP,Middle-aged,148,1522.7500,652.6071
"Nancy Mehta",43,Australia,Female,Married,0,10734,3,3,New,Middle-aged,176,3578.0000,NULL
"Danny Diaz",44,Australia,Male,Married,0,54,6,6,New,Middle-aged,153,9.0000,NULL
"Julie Sharma",44,Australia,Female,Married,0,54,6,6,New,Middle-aged,154,9.0000,NULL
"Max Hernandez",46,Australia,Male,Married,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Louis Yuan",44,Australia,Male,Single,0,10734,3,3,New,Middle-aged,176,3578.0000,NULL
"Yolanda Kumar",45,Australia,Female,Married,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Walter Sanz",40,Australia,Male,Married,0,54,6,6,New,Middle-aged,152,9.0000,NULL
"Ivan Rana",46,Australia,Male,Married,0,10734,3,3,New,Middle-aged,175,3578.0000,NULL
"Jenny Zimmerman",45,Australia,Female,Married,0,54,6,6,New,Middle-aged,154,9.0000,NULL
"Cedric Xu",46,Australia,Male,Single,0,10734,3,3,New,Middle-aged,175,3578.0000,NULL
"Brandy Lopez",46,Australia,Female,Single,0,54,6,6,New,Middle-aged,149,9.0000,NULL
"Alfredo Gomez",47,Australia,Male,Married,0,10734,3,3,New,Middle-aged,175,3578.0000,NULL
"Karla Xie",46,Australia,Female,Married,29,10806,6,6,VIP,Middle-aged,146,1801.0000,372.6207
"Erika Gill",47,Australia,Female,Married,0,10734,3,3,New,Middle-aged,174,3578.0000,NULL
"Louis Kumar",47,Australia,Male,Single,0,10734,3,3,New,Middle-aged,175,3578.0000,NULL
"Tiffany Cai",46,Australia,Female,Married,0,10734,3,3,New,Middle-aged,175,3578.0000,NULL
"Lindsey Raji",42,Australia,Female,Married,20,18273,12,12,VIP,Middle-aged,155,1522.7500,913.6500
"Bruce Madan",42,Australia,Male,Married,2,264,12,12,New,Middle-aged,149,22.0000,132.0000
"Phillip Gonzalez",47,Australia,Male,Married,20,18063,6,6,VIP,Middle-aged,155,3010.5000,903.1500
"Latoya Nara",49,Australia,Female,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Ann Chandra",47,Australia,Female,Single,19,18273,12,12,VIP,Middle-aged,155,1522.7500,961.7368
"Katie Lal",42,Australia,Female,Married,20,18117,12,12,VIP,Middle-aged,155,1509.7500,905.8500
"Jaclyn Sun",48,Australia,Female,Married,4,264,12,12,New,Middle-aged,149,22.0000,66.0000
"Marc Ramos",49,Australia,Male,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Sheena Raji",49,Australia,Female,Single,20,18273,12,12,VIP,Middle-aged,155,1522.7500,913.6500
"Ronald Suri",48,Australia,Male,Married,19,18273,12,12,VIP,Middle-aged,155,1522.7500,961.7368
"Ashley Taylor",49,Australia,Female,Single,0,54,6,6,New,Middle-aged,145,9.0000,NULL
"Susan Zhang",44,Australia,Female,Married,0,54,6,6,New,Middle-aged,154,9.0000,NULL
"Danny Alonso",50,Australia,Male,Married,20,18273,12,12,VIP,Middle-aged,155,1522.7500,913.6500
"Thomas Powell",44,Australia,Male,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Felicia Gomez",44,Australia,Female,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Brent Huang",48,Australia,Male,Married,20,18063,6,6,VIP,Middle-aged,155,3010.5000,903.1500
"Marc Alvarez",48,Australia,Male,Married,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Carolyn Suarez",45,Australia,Female,Married,20,18117,12,12,VIP,Middle-aged,155,1509.7500,905.8500
"Noah Clark",50,"United States",Male,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Vanessa Perry",55,"United States",Female,Single,0,7242,12,12,New,Middle-aged,145,603.5000,NULL
"Paige Jenkins",55,"United States",Female,Single,0,6885,3,3,New,Middle-aged,145,2295.0000,NULL
"Adam Parker",60,"United States",Male,Married,0,54,6,6,New,Senior,146,9.0000,NULL
"Janet Gutierrez",61,"United States",Female,Married,0,6885,3,3,New,Senior,145,2295.0000,NULL
"Sophia Edwards",50,"United States",Female,Married,0,7095,9,9,New,Middle-aged,145,788.3333,NULL
"Vincent Guo",50,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Andrew Wilson",56,Canada,Male,Married,0,6885,3,3,New,Middle-aged,146,2295.0000,NULL
"Nicole Russell",51,Canada,Female,Married,0,6939,9,9,New,Middle-aged,146,771.0000,NULL
"Eduardo Harris",50,Australia,Male,Married,20,18063,6,6,VIP,Middle-aged,155,3010.5000,903.1500
"Alisha Zhu",45,Australia,Female,Married,19,18063,6,6,VIP,Middle-aged,156,3010.5000,950.6842
"Arthur Smith",50,Australia,Male,Married,19,18117,12,12,VIP,Middle-aged,155,1509.7500,953.5263
"Tony Sharma",51,Australia,Male,Married,20,18063,6,6,VIP,Middle-aged,155,3010.5000,903.1500
"Christine Pal",50,Australia,Female,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Cesar Sai",45,Australia,Male,Married,20,18063,6,6,VIP,Middle-aged,155,3010.5000,903.1500
"Lindsay Chande",45,Australia,Female,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Misty Goel",52,Australia,Female,Single,27,18063,6,6,VIP,Middle-aged,148,3010.5000,669.0000
"Terrence Raje",49,Australia,Male,Married,19,18063,6,6,VIP,Middle-aged,155,3010.5000,950.6842
"Donna Beck",52,Australia,Female,Married,0,54,6,6,New,Middle-aged,149,9.0000,NULL
"Pedro Moreno",50,Australia,Male,Married,21,18063,6,6,VIP,Middle-aged,154,3010.5000,860.1429
"Alison Chander",50,Australia,Female,Married,20,18117,12,12,VIP,Middle-aged,154,1509.7500,905.8500
"Jeremiah Hall",52,Australia,Male,Single,20,18063,6,6,VIP,Middle-aged,154,3010.5000,903.1500
"Ricky Sanz",47,Australia,Male,Single,20,18063,6,6,VIP,Middle-aged,154,3010.5000,903.1500
"Alvin Sun",48,Australia,Male,Married,20,18063,6,6,VIP,Middle-aged,154,3010.5000,903.1500
"Trisha Guo",53,Australia,Female,Married,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Larry Martin",53,Australia,Male,Single,20,18063,6,6,VIP,Middle-aged,154,3010.5000,903.1500
"Rachel Griffin",49,Australia,Female,Single,26,18063,6,6,VIP,Middle-aged,148,3010.5000,694.7308
"Gilbert Cai",54,Australia,Male,Married,6,420,12,12,New,Middle-aged,147,35.0000,70.0000
"Krista Jimenez",51,Australia,Female,Married,5,564,18,18,New,Middle-aged,148,31.3333,112.8000
"Cassie Chander",46,Australia,Female,Single,0,54,6,6,New,Middle-aged,146,9.0000,NULL
"Bailey Torres",43,Australia,Female,Single,0,54,6,6,New,Middle-aged,154,9.0000,NULL
"Jodi Sharma",49,Australia,Female,Single,21,18063,6,6,VIP,Middle-aged,154,3010.5000,860.1429
"Stacy Ramos",43,Australia,Female,Single,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Karla Jai",50,Australia,Female,Married,9,420,12,12,New,Middle-aged,144,35.0000,46.6667
"Jeffery Ma",56,Australia,Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Trisha Cai",50,Australia,Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Mandy Huang",56,Australia,Female,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Brad Jai",57,Australia,Male,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Preston Chapman",57,Australia,Male,Married,27,18273,12,12,VIP,Middle-aged,148,1522.7500,676.7778
"Wendy Torres",51,Australia,Female,Single,27,18063,6,6,VIP,Middle-aged,147,3010.5000,669.0000
"Rachael Rana",57,Australia,Female,Single,0,54,6,6,New,Middle-aged,149,9.0000,NULL
"Darrell Yuan",46,Australia,Male,Married,8,264,12,12,New,Middle-aged,144,22.0000,33.0000
"Autumn Lin",53,Australia,Female,Married,20,18273,12,12,VIP,Middle-aged,154,1522.7500,913.6500
"Natalie Moore",52,Australia,Female,Married,20,18363,12,12,VIP,Middle-aged,154,1530.2500,918.1500
"Carla Sanchez",47,Australia,Female,Married,0,54,6,6,New,Middle-aged,146,9.0000,NULL
"Heather Yang",57,Australia,Female,Single,20,18063,6,6,VIP,Middle-aged,154,3010.5000,903.1500
"Alexa Murphy",52,Australia,Female,Single,26,18573,18,18,VIP,Middle-aged,147,1031.8333,714.3462
"Terry Lal",57,Australia,Male,Married,26,18273,12,12,VIP,Middle-aged,147,1522.7500,702.8077
"Lucas Powell",59,Australia,Male,Married,3,420,12,12,New,Middle-aged,149,35.0000,140.0000
"Rachael Suri",58,Australia,Female,Single,0,282,9,9,New,Middle-aged,144,31.3333,NULL
"Jimmy Alonso",59,Australia,Male,Married,0,300,6,6,New,Middle-aged,145,50.0000,NULL
"Jaclyn Li",47,Australia,Female,Single,27,18345,15,15,VIP,Middle-aged,147,1223.0000,679.4444
"Candace Kapoor",53,Australia,Female,Single,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Mallory Vazquez",53,Australia,Female,Single,4,318,18,18,New,Middle-aged,143,17.6667,79.5000
"Carl Deng",53,Australia,Male,Single,20,18063,6,6,VIP,Middle-aged,154,3010.5000,903.1500
"Roberto Romero",59,Australia,Male,Married,4,420,12,12,New,Middle-aged,148,35.0000,105.0000
"Holly Suri",48,Australia,Female,Married,9,420,12,12,New,Middle-aged,144,35.0000,46.6667
"Daisy Suarez",54,Australia,Female,Single,19,18273,12,12,VIP,Middle-aged,154,1522.7500,961.7368
"Jaclyn Raji",54,Australia,Female,Married,0,54,6,6,New,Middle-aged,146,9.0000,NULL
"Audrey Hernandez",50,Australia,Female,Single,0,54,6,6,New,Middle-aged,154,9.0000,NULL
"Jennifer Hill",56,Australia,Female,Single,0,54,6,6,New,Middle-aged,150,9.0000,NULL
"Austin Butler",61,Australia,Male,Married,0,210,6,6,New,Senior,154,35.0000,NULL
"Trisha Li",56,Australia,Female,Single,20,18345,15,15,VIP,Middle-aged,154,1223.0000,917.2500
"Gloria Alvarez",51,Australia,Female,Single,20,18327,18,18,VIP,Middle-aged,154,1018.1667,916.3500
"Julie Xu",62,Australia,Female,Single,19,18273,12,12,VIP,Senior,155,1522.7500,961.7368
"Wayne Xie",56,Australia,Male,Single,19,18063,6,6,VIP,Middle-aged,154,3010.5000,950.6842
"Shannon Serrano",61,Australia,Male,Single,20,18063,6,6,VIP,Senior,154,3010.5000,903.1500
"Kelvin Xu",84,Australia,Male,Married,0,210,6,6,New,Senior,146,35.0000,NULL
"Amy Zhang",64,Australia,Female,Single,19,18063,6,6,VIP,Senior,154,3010.5000,950.6842
"Erica Chen",58,Australia,Female,Single,19,18063,6,6,VIP,Middle-aged,154,3010.5000,950.6842
"Mandy Wu",64,Australia,Female,Single,19,18063,6,6,VIP,Senior,155,3010.5000,950.6842
"Jennifer Mitchell",45,"United States",Female,Married,0,54,6,6,New,Middle-aged,144,9.0000,NULL
"Eric Perry",39,Canada,Male,Single,0,210,6,6,New,Adult,153,35.0000,NULL
"Benjamin Hughes",39,"United States",Male,Married,0,282,9,9,New,Adult,146,31.3333,NULL
"Aimee Sun",77,Australia,Female,Single,0,210,6,6,New,Senior,152,35.0000,NULL
"Luis Jai",41,Canada,Male,Married,0,372,9,9,New,Middle-aged,147,41.3333,NULL
"Antonio Ross",40,Canada,Male,Single,8,126,9,9,New,Middle-aged,144,14.0000,15.7500
"Jeremy Clark",42,"United States",Male,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Jackson Butler",42,Canada,Male,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Colleen Xu",81,Australia,Female,Married,0,210,6,6,New,Senior,151,35.0000,NULL
"Jay Srini",81,Australia,Male,Married,0,54,6,6,New,Senior,147,9.0000,NULL
"Jerry Chande",74,Australia,Male,Married,28,14094,6,6,VIP,Senior,145,2349.0000,503.3571
"Emmanuel Malhotra",80,Australia,Male,Married,28,14094,6,6,VIP,Senior,145,2349.0000,503.3571
"Edwin Ye",78,Australia,Male,Married,28,14094,6,6,VIP,Senior,146,2349.0000,503.3571
"Ricky Diaz",72,Australia,Male,Married,29,18063,6,6,VIP,Senior,145,3010.5000,622.8621
"Carla Gonzalez",78,Australia,Female,Married,30,18645,21,21,VIP,Senior,144,887.8571,621.5000
"Audrey Serrano",72,Australia,Female,Single,30,18063,6,6,VIP,Senior,144,3010.5000,602.1000
"Nina Andersen",66,Australia,Female,Single,30,18273,12,12,VIP,Senior,144,1522.7500,609.1000
"Donna Nath",44,"United States",Female,Single,0,54,6,6,New,Middle-aged,146,9.0000,NULL
